نام درس,پایه,رشته,نوع ارزیابی,شماره فصل,نام فصل,شروع صفحه فصل,پایان صفحه فصل,شماره گفتار,نام گفتار,شروع صفحه گفتار,پایان صفحه گفتار,رنگ درس,ترتیب درس,فعال؟,یادداشت
دین و زندگی 3,دوازدهم,ریاضی,نهایی,2,بخش دوم: در مسیر,76,140,9,درس نهـم: پایه‌های استوار,108,125,#3F51B5,4,TRUE,
دین و زندگی 3,دوازدهم,ریاضی,نهایی,2,بخش دوم: در مسیر,76,140,10,درس دهم: تمدن جدید و مسئولیت ما,126,140,#3F51B5,4,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,0,ستایش,10,10,0,ستایش: ملکا، ذکر تو گویم,10,10,#1976D2,0,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,1,فصل یکم: ادبیات تعلیمی,11,24,1,درس یکم: شکرِ نعمت,12,18,#1976D2,2,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,1,فصل یکم: ادبیات تعلیمی,11,24,2,درس دوم: مست و هُشیار,19,24,#1976D2,2,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,2,فصل دوم: ادبیات پایداری,25,46,3,درس سوم: آزادی,26,31,#1976D2,3,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,2,فصل دوم: ادبیات پایداری,25,46,4,درس چهارم: درس آزاد (ادبیات بومی 1),32,35,#1976D2,3,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,2,فصل دوم: ادبیات پایداری,25,46,5,درس پنجم: دماوندیه,36,46,#1976D2,3,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,3,فصل سوم: ادبیات غنایی,47,60,6,درس ششم: نی‌نامه,48,53,#1976D2,2,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,3,فصل سوم: ادبیات غنایی,47,60,7,درس هفتم: در حقیقت عشق,54,60,#1976D2,2,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,4,فصل چهارم: ادبیات سفر و زندگی,61,84,8,درس هشتم: از پاریز تا پاریس,62,71,#1976D2,2,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,4,فصل چهارم: ادبیات سفر و زندگی,61,84,9,درس نهم: کویر,72,84,#1976D2,2,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,5,فصل پنجم: ادبیات انقلاب اسلامی,85,100,10,درس دهم: فصل شکوفایی,86,89,#1976D2,2,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,5,فصل پنجم: ادبیات انقلاب اسلامی,85,100,11,درس یازدهم: آن شب عزیز,90,100,#1976D2,2,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,6,فصل ششم: ادبیات حماسی,101,120,12,درس دوازدهم: گذر سیاوش از آتش,102,110,#1976D2,2,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,6,فصل ششم: ادبیات حماسی,101,120,13,درس سیزدهم: خوانِ هشتم,111,120,#1976D2,2,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,7,فصل هفتم: ادبیات داستانی,121,150,14,درس چهاردهم: سی مرغ و سیمرغ,122,130,#1976D2,3,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,7,فصل هفتم: ادبیات داستانی,121,150,15,درس پانزدهم: درس آزاد (ادبیات بومی 2),131,133,#1976D2,3,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,7,فصل هفتم: ادبیات داستانی,121,150,16,درس شانزدهم: کباب غاز,134,150,#1976D2,3,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,8,فصل هشتم: ادبیات جهان,151,164,17,درس هفدهم: خندهٔ تو,152,156,#1976D2,2,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,8,فصل هشتم: ادبیات جهان,151,164,18,درس هیجدهم: عشق جاودانی,157,164,#1976D2,2,TRUE,
فارسی 3,دوازدهم,تجربی,نهایی,9,نیایش,165,165,19,نیایش: لطف تو,165,165,#1976D2,0,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,0,ستایش,10,10,0,ستایش: ملکا، ذکر تو گویم,10,10,#1976D2,0,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,1,فصل یکم: ادبیات تعلیمی,11,24,1,درس یکم: شکرِ نعمت,12,18,#1976D2,2,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,1,فصل یکم: ادبیات تعلیمی,11,24,2,درس دوم: مست و هُشیار,19,24,#1976D2,2,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,2,فصل دوم: ادبیات پایداری,25,46,3,درس سوم: آزادی,26,31,#1976D2,3,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,2,فصل دوم: ادبیات پایداری,25,46,4,درس چهارم: درس آزاد (ادبیات بومی 1),32,35,#1976D2,3,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,2,فصل دوم: ادبیات پایداری,25,46,5,درس پنجم: دماوندیه,36,46,#1976D2,3,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,3,فصل سوم: ادبیات غنایی,47,60,6,درس ششم: نی‌نامه,48,53,#1976D2,2,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,3,فصل سوم: ادبیات غنایی,47,60,7,درس هفتم: در حقیقت عشق,54,60,#1976D2,2,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,4,فصل چهارم: ادبیات سفر و زندگی,61,84,8,درس هشتم: از پاریز تا پاریس,62,71,#1976D2,2,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,4,فصل چهارم: ادبیات سفر و زندگی,61,84,9,درس نهم: کویر,72,84,#1976D2,2,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,5,فصل پنجم: ادبیات انقلاب اسلامی,85,100,10,درس دهم: فصل شکوفایی,86,89,#1976D2,2,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,5,فصل پنجم: ادبیات انقلاب اسلامی,85,100,11,درس یازدهم: آن شب عزیز,90,100,#1976D2,2,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,6,فصل ششم: ادبیات حماسی,101,120,12,درس دوازدهم: گذر سیاوش از آتش,102,110,#1976D2,2,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,6,فصل ششم: ادبیات حماسی,101,120,13,درس سیزدهم: خوانِ هشتم,111,120,#1976D2,2,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,7,فصل هفتم: ادبیات داستانی,121,150,14,درس چهاردهم: سی مرغ و سیمرغ,122,130,#1976D2,3,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,7,فصل هفتم: ادبیات داستانی,121,150,15,درس پانزدهم: درس آزاد (ادبیات بومی 2),131,133,#1976D2,3,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,7,فصل هفتم: ادبیات داستانی,121,150,16,درس شانزدهم: کباب غاز,134,150,#1976D2,3,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,8,فصل هشتم: ادبیات جهان,151,164,17,درس هفدهم: خندهٔ تو,152,156,#1976D2,2,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,8,فصل هشتم: ادبیات جهان,151,164,18,درس هیجدهم: عشق جاودانی,157,164,#1976D2,2,TRUE,
فارسی 3,دوازدهم,ریاضی,نهایی,9,نیایش,165,165,19,نیایش: لطف تو,165,165,#1976D2,0,TRUE,
هویت اجتماعی,دوازدهم,تجربی,نهایی,1,درس اول: کنش‌های ما,2,7,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,تجربی,نهایی,2,درس دوم: پدیده‌های اجتماعی,8,17,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,تجربی,نهایی,3,درس سوم: جامعه و فرهنگ (جهان اجتماعی),18,25,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,تجربی,نهایی,4,درس چهارم: ارزیابی فرهنگ‌ها,26,34,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,تجربی,نهایی,5,درس پنجم: هویت,35,44,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,تجربی,نهایی,6,درس ششم: بازتولید هویت اجتماعی,45,53,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,تجربی,نهایی,7,درس هفتم: تحولات هویتی جامعه,54,62,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,تجربی,نهایی,8,درس هشتم: بعد فرهنگی هویت ایران,63,72,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,تجربی,نهایی,9,درس نهم: بعد سیاسی هویت ایران,73,83,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,تجربی,نهایی,10,درس دهم: ابعاد جمعیتی و اقتصادی هویت ایران,84,91,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,ریاضی,نهایی,1,درس اول: کنش‌های ما,2,7,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,ریاضی,نهایی,2,درس دوم: پدیده‌های اجتماعی,8,17,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,ریاضی,نهایی,3,درس سوم: جامعه و فرهنگ (جهان اجتماعی),18,25,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,ریاضی,نهایی,4,درس چهارم: ارزیابی فرهنگ‌ها,26,34,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,ریاضی,نهایی,5,درس پنجم: هویت,35,44,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,ریاضی,نهایی,6,درس ششم: بازتولید هویت اجتماعی,45,53,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,ریاضی,نهایی,7,درس هفتم: تحولات هویتی جامعه,54,62,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,ریاضی,نهایی,8,درس هشتم: بعد فرهنگی هویت ایران,63,72,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,ریاضی,نهایی,9,درس نهم: بعد سیاسی هویت ایران,73,83,,,,,#388E3C,1,TRUE,
هویت اجتماعی,دوازدهم,ریاضی,نهایی,10,درس دهم: ابعاد جمعیتی و اقتصادی هویت ایران,84,91,,,,,#388E3C,1,TRUE,
عربی، زبان قرآن 3,دوازدهم,تجربی,نهایی,1,الدرس الأول: الدّينُ وَ التَّدَيُّنُ (قواعد: معاني الحروف المشبّهة بالفعل و لا النّافية للجنس),1,16,,,,,#607D8B,1,TRUE,
عربی، زبان قرآن 3,دوازدهم,تجربی,نهایی,2,الدرس الثاني: مَكَّةُ الْمُكَرَّمَةُ وَ الْمَدينَةُ الْمُنَوَّرَةُ (قواعد: الحال),17,32,,,,,#607D8B,1,TRUE,
عربی، زبان قرآن 3,دوازدهم,تجربی,نهایی,3,الدرس الثالث: اَلْكُتُبُ طَعامُ الْفِكْرِ (قواعد: الاسْتِثْناء),33,48,,,,,#607D8B,1,TRUE,
عربی، زبان قرآن 3,دوازدهم,تجربی,نهایی,4,الدرس الرابع: اَلْفَرَزْدَقُ (قواعد: الْمَفْعولُ الْمُطْلَقُ),49,64,,,,,#607D8B,1,TRUE,
عربی، زبان قرآن 3,دوازدهم,ریاضی,نهایی,1,الدرس الأول: الدّينُ وَ التَّدَيُّنُ (قواعد: معاني الحروف المشبّهة بالفعل و لا النّافية للجنس),1,16,,,,,#607D8B,1,TRUE,
عربی، زبان قرآن 3,دوازدهم,ریاضی,نهایی,2,الدرس الثاني: مَكَّةُ الْمُكَرَّمَةُ وَ الْمَدينَةُ الْمُنَوَّرَةُ (قواعد: الحال),17,32,,,,,#607D8B,1,TRUE,
عربی، زبان قرآن 3,دوازدهم,ریاضی,نهایی,3,الدرس الثالث: اَلْكُتُبُ طَعامُ الْفِكْرِ (قواعد: الاسْتِثْناء),33,48,,,,,#607D8B,1,TRUE,
عربی، زبان قرآن 3,دوازدهم,ریاضی,نهایی,4,الدرس الرابع: اَلْفَرَزْدَقُ (قواعد: الْمَفْعولُ الْمُطْلَقُ),49,64,,,,,#607D8B,1,TRUE,
