نام درس,پایه,رشته,نوع ارزیابی,شماره فصل,نام فصل,شروع صفحه فصل,پایان صفحه فصل,شماره گفتار,نام گفتار,شروع صفحه گفتار,پایان صفحه گفتار,رنگ درس,ترتیب درس,فعال؟,یادداشت
زیست‌شناسی 1,دهم,تجربی,هر دو,1,دنیای زنده,1,16,1,زیست‌شناسی چیست؟,1,6,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,1,دنیای زنده,1,16,2,گستره حیات,7,10,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,1,دنیای زنده,1,16,3,یاخته و بافت در بدن انسان,11,16,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,2,گوارش و جذب مواد,17,32,1,ساختار و عملکرد لوله گوارش,17,24,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,2,گوارش و جذب مواد,17,32,2,جذب مواد و تنظیم فعالیت دستگاه گوارش,25,29,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,2,گوارش و جذب مواد,17,32,3,تنوع گوارش در جانداران,30,32,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,3,تبادلات گازی,33,46,1,سازوکار دستگاه تنفس در انسان,33,39,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,3,تبادلات گازی,33,46,2,تهویه ششی,40,44,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,3,تبادلات گازی,33,46,3,تنوع تبادلات گازی,45,46,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,4,گردش مواد در بدن,47,68,1,قلب,47,54,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,4,گردش مواد در بدن,47,68,2,رگ‌ها,55,60,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,4,گردش مواد در بدن,47,68,3,خون,61,64,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,4,گردش مواد در بدن,47,68,4,تنوع گردش مواد در جانداران,65,68,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,5,تنظیم اسمزی و دفع مواد زائد,69,78,1,هم‌ایستایی و کلیه‌ها,69,72,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,5,تنظیم اسمزی و دفع مواد زائد,69,78,2,تشکیل ادرار و تخلیه آن,73,75,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,5,تنظیم اسمزی و دفع مواد زائد,69,78,3,تنوع دفع و تنظیم اسمزی در جانداران,76,78,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,6,از یاخته تا گیاه,79,96,1,ویژگی‌های یاخته گیاهی,79,85,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,6,از یاخته تا گیاه,79,96,2,سامانه بافتی,86,89,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,6,از یاخته تا گیاه,79,96,3,ساختار گیاهان,90,96,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,7,جذب و انتقال مواد در گیاهان,97,111,1,تغذیه گیاهی,97,101,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,7,جذب و انتقال مواد در گیاهان,97,111,2,جانداران مؤثر در تغذیه گیاهی,102,104,#4CAF50,1,TRUE,
زیست‌شناسی 1,دهم,تجربی,هر دو,7,جذب و انتقال مواد در گیاهان,97,111,3,انتقال مواد در گیاهان,105,111,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,1,تنظیم عصبی,1,18,1,یاخته‌های بافت عصبی,1,8,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,1,تنظیم عصبی,1,18,2,ساختار دستگاه عصبی,9,18,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,2,حواس,19,36,1,گیرنده‌های حسی,19,22,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,2,حواس,19,36,2,حواس ویژه,23,32,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,2,حواس,19,36,3,گیرنده‌های حسی جانوران,33,36,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,3,دستگاه حرکتی,37,52,1,استخوان‌ها و اسکلت,37,44,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,3,دستگاه حرکتی,37,52,2,ماهیچه و حرکت,45,52,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,4,تنظیم شیمیایی,53,62,1,ارتباط شیمیایی,53,55,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,4,تنظیم شیمیایی,53,62,2,غده‌های درون‌ریز,56,62,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,5,ایمنی,63,78,1,نخستین خط دفاعی: ورود ممنوع,63,65,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,5,ایمنی,63,78,2,دومین خط دفاعی: واکنش‌های عمومی اما سریع,66,71,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,5,ایمنی,63,78,3,سومین خط دفاعی: دفاع اختصاصی,72,78,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,6,تقسیم یاخته,79,96,1,فامتن (کروموزوم),79,83,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,6,تقسیم یاخته,79,96,2,رشتمان (میتوز),84,91,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,6,تقسیم یاخته,79,96,3,کاستمان (میوز) و تولید مثل جنسی,92,96,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,7,تولید مثل,97,118,1,دستگاه تولید مثل در مرد,97,101,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,7,تولید مثل,97,118,2,دستگاه تولید مثل در زن,102,107,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,7,تولید مثل,97,118,3,رشد و نمو جنین,108,114,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,7,تولید مثل,97,118,4,تولید مثل در جانوران,115,118,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,8,تولید مثل نهان‌دانگان,119,136,1,تولید مثل غیر جنسی,119,123,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,8,تولید مثل نهان‌دانگان,119,136,2,تولید مثل جنسی,124,129,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,8,تولید مثل نهان‌دانگان,119,136,3,از یاخته تخم تا گیاه,130,136,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,9,پاسخ گیاهان به محرک‌ها,137,152,1,تنظیم‌کننده‌های رشد در گیاهان,137,145,#4CAF50,1,TRUE,
زیست‌شناسی 2,یازدهم,تجربی,هر دو,9,پاسخ گیاهان به محرک‌ها,137,152,2,پاسخ به محیط,146,152,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,1,مولکول‌های اطلاعاتی,2,20,1,نوکلئیک اسیدها,2,8,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,1,مولکول‌های اطلاعاتی,2,20,2,همانندسازی دنا,9,14,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,1,مولکول‌های اطلاعاتی,2,20,3,پروتئین‌ها,15,20,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,2,جریان اطلاعات در یاخته,22,36,1,رونویسی,22,26,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,2,جریان اطلاعات در یاخته,22,36,2,به سوی پروتئین,27,32,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,2,جریان اطلاعات در یاخته,22,36,3,تنظیم بیان ژن,33,36,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,3,انتقال اطلاعات در نسل‌ها,38,46,1,مفاهیم پایه,38,41,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,3,انتقال اطلاعات در نسل‌ها,38,46,2,انواع صفات,42,46,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,4,تغییر در اطلاعات وراثتی,48,62,1,تغییر در ماده وراثتی جانداران,48,52,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,4,تغییر در اطلاعات وراثتی,48,62,2,تغییر در جمعیت‌ها,53,56,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,4,تغییر در اطلاعات وراثتی,48,62,3,تغییر در گونه‌ها,57,62,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,5,از ماده به انرژی,64,76,1,تأمین انرژی,64,68,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,5,از ماده به انرژی,64,76,2,اکسایش بیشتر,69,72,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,5,از ماده به انرژی,64,76,3,زیستن مستقل از اکسیژن,73,76,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,6,از انرژی به ماده,78,90,1,فتوسنتز تبدیل انرژی نور به انرژی شیمیایی,78,81,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,6,از انرژی به ماده,78,90,2,واکنش‌های فتوسنتزی,82,86,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,6,از انرژی به ماده,78,90,3,فتوسنتز در شرایط دشوار,87,90,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,7,فناوری‌های نوین زیستی,92,106,1,زیست فناوری و مهندسی ژنتیک,92,96,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,7,فناوری‌های نوین زیستی,92,106,2,فناوری مهندسی پروتئین و بافت,97,100,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,7,فناوری‌های نوین زیستی,92,106,3,کاربردهای زیست فناوری,101,106,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,8,رفتارهای جانوران,108,120,1,اساس رفتار,108,111,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,8,رفتارهای جانوران,108,120,2,انتخاب طبیعی و رفتار,112,115,#4CAF50,1,TRUE,
زیست‌شناسی 3,دوازدهم,تجربی,هر دو,8,رفتارهای جانوران,108,120,3,ارتباط و زندگی گروهی,116,120,#4CAF50,1,TRUE,
فیزیک 1,دهم,تجربی,هر دو,1,فیزیک و اندازه‌گیری,2,18,1,فیزیک: دانش بنیادی,2,4,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,1,فیزیک و اندازه‌گیری,2,18,2,مدل‌سازی در فیزیک,5,5,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,1,فیزیک و اندازه‌گیری,2,18,3,اندازه‌گیری و کمیت‌های فیزیکی,6,6,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,1,فیزیک و اندازه‌گیری,2,18,4,اندازه‌گیری و دستگاه بین‌المللی یکاها,7,13,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,1,فیزیک و اندازه‌گیری,2,18,5,اندازه‌گیری و دقت وسیله‌های اندازه‌گیری,14,15,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,1,فیزیک و اندازه‌گیری,2,18,6,چگالی,16,18,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,2,ویژگی‌های فیزیکی مواد,24,47,1,حالت‌های ماده,24,27,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,2,ویژگی‌های فیزیکی مواد,24,47,2,نیروهای بین مولکولی,28,31,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,2,ویژگی‌های فیزیکی مواد,24,47,3,فشار در شاره‌ها,32,39,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,2,ویژگی‌های فیزیکی مواد,24,47,4,شناوری,40,42,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,2,ویژگی‌های فیزیکی مواد,24,47,5,شاره در حرکت و اصل برنولی,43,47,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,3,کار، انرژی و توان,54,77,1,انرژی جنبشی,54,55,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,3,کار، انرژی و توان,54,77,2,کار انجام شده توسط نیروی ثابت,55,60,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,3,کار، انرژی و توان,54,77,3,کار و انرژی جنبشی,61,63,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,3,کار، انرژی و توان,54,77,4,کار و انرژی پتانسیل,64,67,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,3,کار، انرژی و توان,54,77,5,پایستگی انرژی مکانیکی,68,70,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,3,کار، انرژی و توان,54,77,6,کار و انرژی درونی,71,72,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,3,کار، انرژی و توان,54,77,7,توان,73,77,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,4,دما و گرما,84,117,1,دما و دماسنجی,84,86,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,4,دما و گرما,84,117,2,انبساط گرمایی,87,95,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,4,دما و گرما,84,117,3,گرما,96,102,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,4,دما و گرما,84,117,4,تغییر حالت‌های ماده,103,110,#2196F3,2,TRUE,
فیزیک 1,دهم,تجربی,هر دو,4,دما و گرما,84,117,5,روش‌های انتقال گرما,111,117,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,1,الکتریسیته ساکن,1,35,1,بار الکتریکی,1,2,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,1,الکتریسیته ساکن,1,35,2,پایستگی و کوانتیده بودن بار الکتریکی,3,4,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,1,الکتریسیته ساکن,1,35,3,قانون کولن,5,9,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,1,الکتریسیته ساکن,1,35,4,میدان الکتریکی,10,10,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,1,الکتریسیته ساکن,1,35,5,میدان الکتریکی حاصل از یک ذره باردار,11,15,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,1,الکتریسیته ساکن,1,35,6,خطوط میدان الکتریکی,16,19,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,1,الکتریسیته ساکن,1,35,7,انرژی پتانسیل الکتریکی,20,21,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,1,الکتریسیته ساکن,1,35,8,پتانسیل الکتریکی,22,24,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,1,الکتریسیته ساکن,1,35,9,توزیع بار الکتریکی در اجسام رسانا,25,27,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,1,الکتریسیته ساکن,1,35,10,خازن,28,32,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,1,الکتریسیته ساکن,1,35,11,انرژی خازن,33,35,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,2,جریان الکتریکی و مدارهای جریان مستقیم,40,61,1,جریان الکتریکی,40,42,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,2,جریان الکتریکی و مدارهای جریان مستقیم,40,61,2,مقاومت الکتریکی و قانون اهم,43,44,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,2,جریان الکتریکی و مدارهای جریان مستقیم,40,61,3,عوامل مؤثر بر مقاومت الکتریکی,45,49,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,2,جریان الکتریکی و مدارهای جریان مستقیم,40,61,4,نیروی محرکه الکتریکی و مدارها,50,52,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,2,جریان الکتریکی و مدارهای جریان مستقیم,40,61,5,توان در مدارهای الکتریکی,53,54,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,2,جریان الکتریکی و مدارهای جریان مستقیم,40,61,6,ترکیب مقاومت‌ها,55,61,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,3,مغناطیس و القای الکترومغناطیسی,66,99,1,مغناطیس و قطب‌های مغناطیسی,66,66,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,3,مغناطیس و القای الکترومغناطیسی,66,99,2,میدان مغناطیسی,67,70,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,3,مغناطیس و القای الکترومغناطیسی,66,99,3,نیروی مغناطیسی وارد بر ذره باردار متحرک در میدان مغناطیسی,71,72,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,3,مغناطیس و القای الکترومغناطیسی,66,99,4,نیروی مغناطیسی وارد بر سیم حامل جریان,73,75,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,3,مغناطیس و القای الکترومغناطیسی,66,99,5,میدان مغناطیسی حاصل از جریان الکتریکی,76,82,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,3,مغناطیس و القای الکترومغناطیسی,66,99,6,ویژگی‌های مغناطیسی مواد,83,84,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,3,مغناطیس و القای الکترومغناطیسی,66,99,7,پدیده القای الکترومغناطیسی,85,86,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,3,مغناطیس و القای الکترومغناطیسی,66,99,8,قانون القای الکترومغناطیسی فاراده,87,90,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,3,مغناطیس و القای الکترومغناطیسی,66,99,9,قانون لنز,91,92,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,3,مغناطیس و القای الکترومغناطیسی,66,99,10,القاگرها,93,96,#2196F3,2,TRUE,
فیزیک 2,یازدهم,تجربی,هر دو,3,مغناطیس و القای الکترومغناطیسی,66,99,11,جریان متناوب,97,99,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,1,حرکت بر خط راست,2,21,1,شناخت حرکت,2,12,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,1,حرکت بر خط راست,2,21,2,حرکت با سرعت ثابت,13,14,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,1,حرکت بر خط راست,2,21,3,حرکت با شتاب ثابت,15,21,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,2,دینامیک,28,49,1,قوانین حرکت نیوتون,28,34,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,2,دینامیک,28,49,2,معرفی برخی از نیروهای خاص,35,43,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,2,دینامیک,28,49,3,تکانه و قانون دوم نیوتون,44,46,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,2,دینامیک,28,49,4,نیروی گرانشی,47,49,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,3,نوسان و امواج,54,88,1,نوسان دوره‌ای,54,54,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,3,نوسان و امواج,54,88,2,حرکت هماهنگ ساده,55,57,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,3,نوسان و امواج,54,88,3,انرژی در حرکت هماهنگ ساده,58,59,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,3,نوسان و امواج,54,88,4,تشدید,60,61,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,3,نوسان و امواج,54,88,5,موج و انواع آن,61,62,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,3,نوسان و امواج,54,88,6,مشخصه‌های موج,63,75,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,3,نوسان و امواج,54,88,7,بازتاب موج,76,78,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,3,نوسان و امواج,54,88,8,شکست موج,78,88,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,4,آشنایی با فیزیک اتمی و هسته‌ای,96,121,1,اثر فوتوالکتریک و فوتون,96,98,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,4,آشنایی با فیزیک اتمی و هسته‌ای,96,121,2,طیف خطی,99,102,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,4,آشنایی با فیزیک اتمی و هسته‌ای,96,121,3,مدل اتم رادرفورد - بور,103,109,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,4,آشنایی با فیزیک اتمی و هسته‌ای,96,121,4,لیزر,110,111,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,4,آشنایی با فیزیک اتمی و هسته‌ای,96,121,5,ساختار هسته,112,114,#2196F3,2,TRUE,
فیزیک 3,دوازدهم,تجربی,هر دو,4,آشنایی با فیزیک اتمی و هسته‌ای,96,121,6,پرتوزایی طبیعی و نیمه‌عمر,115,121,#2196F3,2,TRUE,
شیمی 1,دهم,تجربی,هر دو,1,کیهان، زادگاه عنصرها,1,46,,,,,#F44336,3,TRUE,
شیمی 1,دهم,تجربی,هر دو,2,رد پای گازها در زندگی,47,84,,,,,#F44336,3,TRUE,
شیمی 1,دهم,تجربی,هر دو,3,آب، آهنگ زندگی,85,125,,,,,#F44336,3,TRUE,
شیمی 2,یازدهم,تجربی,هر دو,1,قدر هدایای زمینی را بدانیم,1,50,,,,,#F44336,3,TRUE,
شیمی 2,یازدهم,تجربی,هر دو,2,در پی غذای سالم,51,98,,,,,#F44336,3,TRUE,
شیمی 2,یازدهم,تجربی,هر دو,3,پوشاک نیازی پایان‌ناپذیر,99,123,,,,,#F44336,3,TRUE,
شیمی 3,دوازدهم,تجربی,هر دو,1,مولکول‌ها در خدمت تندرستی,1,36,,,,,#F44336,3,TRUE,
شیمی 3,دوازدهم,تجربی,هر دو,2,آسایش و رفاه در سایه شیمی,37,66,,,,,#F44336,3,TRUE,
شیمی 3,دوازدهم,تجربی,هر دو,3,شیمی، جلوه‌ای از هنر، زیبایی و ماندگاری,67,90,,,,,#F44336,3,TRUE,
شیمی 3,دوازدهم,تجربی,هر دو,4,شیمی، راهی به سوی آینده‌ای روشن‌تر,91,123,,,,,#F44336,3,TRUE,
ریاضی 1,دهم,تجربی,هر دو,1,مجموعه، الگو و دنباله,2,27,1,مجموعه‌های متناهی و نامتناهی,2,7,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,1,مجموعه، الگو و دنباله,2,27,2,متمم یک مجموعه,8,13,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,1,مجموعه، الگو و دنباله,2,27,3,الگو و دنباله,14,20,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,1,مجموعه، الگو و دنباله,2,27,4,دنباله‌های حسابی و هندسی,21,27,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,2,مثلثات,29,46,1,نسبت‌های مثلثاتی,29,35,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,2,مثلثات,29,46,2,دایره مثلثاتی,36,41,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,2,مثلثات,29,46,3,روابط بین نسبت‌های مثلثاتی,42,46,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,3,توان‌های گویا و عبارت‌های جبری,48,68,1,ریشه و توان,48,53,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,3,توان‌های گویا و عبارت‌های جبری,48,68,2,ریشه nام,54,58,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,3,توان‌های گویا و عبارت‌های جبری,48,68,3,توان‌های گویا,59,60,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,3,توان‌های گویا و عبارت‌های جبری,48,68,4,عبارت‌های جبری,61,68,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,4,معادله‌ها و نامعادله‌ها,70,93,1,معادله درجه دوم و روش‌های مختلف حل آن,70,78,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,4,معادله‌ها و نامعادله‌ها,70,93,2,سهمی,79,82,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,4,معادله‌ها و نامعادله‌ها,70,93,3,تعیین علامت,83,93,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,5,تابع,95,117,1,مفهوم تابع و بازنمایی‌های آن,95,100,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,5,تابع,95,117,2,دامنه و برد توابع,101,108,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,5,تابع,95,117,3,انواع تابع,109,117,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,6,شمارش بدون شمردن,119,140,1,شمارش,119,126,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,6,شمارش بدون شمردن,119,140,2,جایگشت,127,132,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,6,شمارش بدون شمردن,119,140,3,ترکیب,133,140,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,7,آمار و احتمال,142,164,1,احتمال یا اندازه‌گیری شانس,142,151,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,7,آمار و احتمال,142,164,2,مقدمه‌ای بر علم آمار، جامعه و نمونه,152,158,#FF9800,4,TRUE,
ریاضی 1,دهم,تجربی,هر دو,7,آمار و احتمال,142,164,3,متغیر و انواع آن,159,164,#FF9800,4,TRUE,
ریاضی 3,دوازدهم,تجربی,هر دو,1,تابع,2,30,1,توابع چندجمله‌ای - توابع صعودی و نزولی,2,10,#FF9800,4,TRUE,
ریاضی 3,دوازدهم,تجربی,هر دو,1,تابع,2,30,2,ترکیب توابع,11,23,#FF9800,4,TRUE,
ریاضی 3,دوازدهم,تجربی,هر دو,1,تابع,2,30,3,تابع وارون,24,30,#FF9800,4,TRUE,
ریاضی 3,دوازدهم,تجربی,هر دو,2,مثلثات,32,48,1,تناوب و تانژانت,32,41,#FF9800,4,TRUE,
